"id","name"
140,"北京市朝阳区化工路医院"
141,"北京市朝阳区左家庄医院"
142,"北京市朝阳区常营回民医院"
143,"北京市朝阳区石佛营医院"
144,"北京市朝阳区洼里医院"
145,"北京市朝阳区将台医院"
146,"北京民族医院"
147,"北京东大肛肠医院"
148,"北京糖尿病医院"
149,"中国水利水电第二工程局医院"
150,"曹开镛中医男科医院"
151,"北京金台中医院"
152,"北京英智眼科医院"
153,"北京市朝阳区曙光医院"
154,"北京恒安中医院"
156,"北京华德眼科医院"
157,"成武县胜雷医院"
158,"福建省立医院北院"
160,"铁道部第十六工程局中心医院"
161,"北内(集团)职工医院"
163,"北京市朝阳区慈济医院"
164,"北京爱康医院"
165,"北京世纪康乐医院"
166,"北京工业大学医院"
167,"北京五洲女子医院"
168,"北京七星华电科技公司医院"
169,"北京新景安太妇产医院"
170,"中国中医药研究院附属济华医院"
171,"北京市安定门中医院"
172,"中国中医科学院骨伤科医院"
173,"北京和睦家医院"
174,"北京东方博大医院"
175,"北京同仁福康眼科医院"
176,"北京建国医院"
177,"北京同仁长虹医院"
178,"人民日报社医院"
179,"北京黄寺美容外科医院"
180,"总装备部后勤部中医骨伤科医院"
181,"中国人民解放军第二一一医院"
184,"临沂市高新开发区医院"
185,"北京中医药大学东方医院"
187,"中国人民解放军三零七医院"
188,"北京电力医院"
191,"武警北京总队第三医院"
192,"航天海鹰中心医院"
193,"北京市丰台区丰台医院"
194,"北京市北方车辆制造厂职工医院"
195,"北京市丰台区长辛店医院"
196,"北京市丰台区铁营医院"
197,"北京市丰台区三路居医院"
198,"北京市丰台区蒲黄榆医院"
199,"北京市丰台区卢沟桥国医院"
200,"中国兵器工业(集团)第二零一所医院"
201,"北京丰台医星医院"
202,"湖南省核工业二四零医院"
203,"北京市丰台区和平医院"
204,"北京市统计学会国泰医院"
205,"北京市丰台区花乡医院"
206,"北京市城建第二医院"
207,"北京市丰台区卢沟桥医院"
208,"北京市三环英和医院"
209,"北京市丰台区右外医院"
210,"北京市丰台区兴海医院"
211,"北京市丰台区西罗园第一医院"
212,"北京东管头投资管理公司丽泽医院"
213,"北京市丰台区永南医院"
214,"北京市丰台区燕竹医院"
215,"北京市丰台区华西医院"
216,"北京市丰台区华兴医院"
217,"北京市丰台区兴隆中医院"
218,"北京市丰台区晓园中医院"
219,"北京市二七车辆厂医院"
220,"北京市丰台区洋桥医院"
222,"北京市丰台区丰北医院"
223,"北京市丰台区兴隆骨伤医院"
224,"北京京仁医院"
225,"北京市红十字会长峰医院"
226,"北京市丰台区华丰医院"
227,"北京市丰台长城医院"
228,"北京市丰台区华山医院"
229,"北京市丰台区京材医院"
231,"中国医学科学院整形外科医院"
232,"中国中医科学院眼科医院"
233,"北京大学首钢医院"
234,"北京市石景山医院"
235,"清华大学玉泉医院"
236,"中国瑞达系统装备公司瑞达医院"
237,"北京首钢特殊钢有限公司泰康医院"
238,"北京市石景山区八角医院"
239,"北京市八大处风湿病医院"
240,"北京市机械工业管理局职工医院"
243,"北京大学口腔医院"
244,"中国中医科学院西苑医院"
245,"北京市海淀区青龙桥医院"
246,"北京大学第六医院"
247,"武警总医院"
248,"北京大学第三医院"
249,"中国人民解放军三零二医院"
250,"中国人民解放军总医院"
251,"中国人民解放军第四六六医院"
252,"中国人民解放军海军总医院"
253,"北京大学肿瘤医院"
254,"中国人民解放军空军总医院"
255,"中国人民解放军二六一医院"
256,"莆田东方医院"
257,"北京老年医院"
258,"北京市化工职业病防治院"
259,"北京道培医院"
260,"北京市中关村医院"
261,"中国人民解放军三一六医院"
262,"中国人民解放军六六四零零部队医院"
263,"中国人民解放军五一一一二医院"
264,"北京市中西医结合医院"
265,"清华大学校医院"
267,"北京市海淀区北蜂窝医院"
268,"北京市清河医院"
269,"北京长青肛肠医院"
270,"北京京民医院"
271,"北京市海淀区甘家口医院"
272,"城建公司第四医院"
274,"北京市海淀区北太平庄医院"
275,"中国人民大学医院"
276,"北京市海淀区万寿路医院"
277,"北京市海淀区玉渊潭医院"
278,"中共中央党校医院"
279,"北京航空航天大学校医院"
280,"北京市海淀区新兴医院"
281,"北京青云航空仪表有限公司职工医院"
282,"北京市海淀区四季青医院"
283,"北京市海淀区北下关医院"
284,"北京市海淀区志新村医院"
285,"北京市海淀区八里庄医院"
286,"北京邮电大学医院"
288,"北京市海淀区中医院"
289,"北京外国语学院医院"
290,"北京康乐医院"
291,"北京军区炮兵海淀区香山骨科医院"
292,"北京体育大学校医院"
293,"北京水建二医院"
294,"北京京北医院"
295,"北京市海淀区蓝天医院"
296,"北京交通大学校医院"
297,"第四城建公司职工医院"
299,"北京师范大学医院"
300,"中央民族大学医院"
301,"北京理工大学医院"
302,"北京语言大学医院"
303,"新兴建设开发北京中兴医院"
304,"北京市海淀区颐园医院"
306,"北京潘中恒中医骨伤病医院"
307,"北京科技大学医院"
308,"北京因苏林糖尿病医院"
309,"北京中仁中医院"
310,"北京市海淀区红十字医院"
311,"北京林业大学校医院"
312,"北京市海淀区北方肿瘤医院"
313,"首都师范大学校医院"
314,"北京天昱医院"
315,"北京核工业二院"
316,"北京市海淀区万泉医院"
317,"北京京煤(集团)总医院"
319,"北京市门头沟区中医院"
320,"北京市门头沟区医院"
321,"北京市门头沟区龙泉医院"
322,"煤炭科学研究总院石龙医院"
323,"北京京煤(集团)木城涧煤矿医院"
324,"北京京煤(集团)总医院大台医院"
325,"门头沟医院"
326,"北京京煤(集团)杨坨煤矿职工医院"
327,"中铁三局第四公司三家店医院"
328,"北京市门头沟区中医骨伤科医院"
329,"北京京煤(集团)木城涧煤矿王平医院"
330,"北京京煤(集团)木城涧煤矿职工医院"
332,"北京市安康医院"
333,"北京北亚骨科医院"
335,"北京市房山区中医院"
336,"北京市房山区第一医院"
338,"中国核工业北京四零一医院"
339,"北京市电力设备总厂职工医院"
340,"北京煤矿机械厂职工医院"
341,"铁道建筑总公司房山桥梁厂医院"
342,"北京市琉璃河水泥厂职工医院"
343,"北京矿务局长沟峪煤矿职工医院"
344,"北京矿务局房山煤矿职工医院"
346,"北京市房山区卫生学校附属医院"
347,"北京矿务局大安山煤矿职工医院"
348,"北京房山区鹏园医院"
349,"中国人民解放军第一零二医院"
350,"京东中美医院"
351,"北京市通州区中医院"
352,"中国人民解放军第二六三医院"
353,"北京市通州区中西医结合骨伤医院"
355,"北京市通州区潞河医院"
356,"核工业北京化工冶金研究院职工医院"
357,"四川省二零一医院"
358,"北京北方红旗机电有限公司医院"
359,"北京市通州区东辰医院"
360,"中国人民解放军六六零五五医院"
362,"北京市顺义区医院"
363,"北京市顺义区中医院"
364,"北京市潮白河骨伤科医院"
365,"中国人民解放军五一一一六医院"
366,"北京市顺义区传染病医院"
368,"铁道部第十六工程局第一处职工医院"
369,"北京医学高等专科学校医院"
370,"北京市顺义区副食品公司医院"
371,"北京回龙观医院"
372,"北京小汤山医院"
373,"北京市昌平区中医院"
374,"北京股骨头坏死专科医院"
376,"北京市昌平区医院"
377,"北京民康医院"
378,"北京南口铁路医院"
380,"铁道部南口机车车辆厂医院"
381,"北京市昌平区兴寿医院"
382,"北京市昌平区东关医院"
383,"北京二毛医院"
384,"北京骨髓炎医院"
385,"昌平机车车辆厂职工医院"
386,"北京首钢第一线材厂职工医院"
387,"北京龙禧医院"
388,"北京首钢红冶钢厂职工医院"
389,"北京太申祥和医院"
390,"北京安达心脑病医院"
391,"北京长城老年病医院"
392,"昌平南口农场职工医院"
393,"北京和义哮喘医院"
394,"中国政法大学校医院"
395,"北京中汇医院"
396,"北京保温瓶工业公司职工医院"
397,"北京针刀总医院"
398,"天通苑医院"
399,"北京北郊肿瘤医院"
400,"北京市大兴区人民医院"
404,"北京市天堂河医院"
405,"建筑第一工程局第二建筑公司医院"
406,"北京大兴兴和骨伤医院"
407,"北京市团河农场医院"
408,"北京市怀柔区中医院"
410,"北京市怀柔区第一医院"
411,"北京市怀柔区精康医院"
412,"北京市怀柔安佳医院"
413,"北京市怀柔区肛肠医院"
414,"北京仁和通医院"
415,"北京康益德医院"
416,"北京市平谷区中医院"
417,"北京市平谷区医院"
418,"北京市平谷区第二医院"
419,"北京市平谷区岳协医院"
420,"北京市平谷区结核病医院"
421,"北京市平谷区粮食局职工医院"
423,"密云县医院"
424,"密云县中医院"
425,"北京市密云水库医院"
426,"密云县滨河医院"
427,"密云县第二医院"
428,"延庆县中医院"
431,"延庆县第二医院"
432,"北京市监狱管理局中心医院"
433,"北京大学医院"
434,"北京兆维电子公司医院"
435,"北京市第六医院"
436,"北京市和平里医院"
437,"北京市隆福医院"
438,"北京航星机器制造公司航星医院"
439,"北京积水潭医院"
440,"首都医科大学附属复兴医院"
441,"首都医科大学附属北京儿童医院"
442,"北京市崇文区口腔医院"
443,"北京市回民医院"
444,"北京市宣武区广外医院"
446,"北京市宣武区精神病医院"
448,"北京市第五建筑工程公司职工医院"
449,"北京北亚医院"
450,"北京惠兰医院"
451,"北京朝阳凌和望京医院"
452,"对外经济贸易大学医院"
453,"北京市朝阳区双桥医院"
454,"北京市朝阳区东坝医院"
455,"北京炼焦化学厂医院"
456,"北京市朝阳区双龙医院"
457,"首都医科大学附属北京世纪坛医院"
459,"泸州南城七七一零五部队医院"
460,"中国航空工业总第624研究所医院"
461,"北京市海淀医院"
462,"北京水利医院"
463,"北京香山医院"
464,"北京丰台医院"
465,"北京航天总医院"
466,"北京市丰台区南苑医院"
467,"北京市丰台区方庄医院"
468,"北京市丰台区大红门医院"
469,"首医大附属丰台同仁京苑医院"
470,"北京市红十字会和平医院"
473,"北京市石景山区五里坨医院"
474,"北京市石景山区杨庄医院"
475,"首钢矿山医院"
476,"北方工业大学医院"
477,"北京市昌平区南口医院"
478,"北京市平板玻璃工业公司职工医院"
479,"北京广慈医院"
481,"北京市通州区新华医院"
482,"北京市顺义区第二医院"
483,"北京市顺义区第三医院"
484,"北京市顺义区空港医院"
486,"北京市仁和医院"
487,"北京市大兴区红星医院"
488,"北京燕化医院"
489,"北京市房山区燕山医院"
490,"北京市亚新特种建材公司职工医院"
493,"北京市房山区老年病医院"
496,"保定脑血管病医院"
498,"北京市怀柔区雁栖医院"
500,"北京市怀柔区第二医院"
501,"中煤北京煤矿机械公司医院"
502,"中国人民解放军第五七零一厂医院"
504,"北京京顺医院"
505,"北京市通州区老年病医院"
506,"北京京通医院"
508,"北京市昌平区益明医院"
509,"北京皇城股骨头坏死专科医院"
510,"北京太阳城医院"
511,"北京汇海医院"
512,"北京市昌平区南口铁路医院"
513,"北京市昌平区华一医院"
514,"北京市昌平区沙河医院"
515,"北京汉章针刀医院"
517,"北京玉泉山医院"
519,"北京市平谷区精神病医院"
520,"国家安监局石龙医院"
521,"北京市羊坊店医院"
522,"北京丰台医星中西医结合医院"
523,"首都医科大学校医院"
524,"中国北方车辆研究所职工医院"
525,"北京丰台广济医院"
526,"北京丰台华山医院"
527,"北京丰台右安门医院"
529,"山西省荣军精神康宁医院"
530,"辽宁省军区医院"
531,"河南省医药科学研究院附属医院"
532,"广东省中医院大学城医院"
533,"航天中心医院"
534,"北京健恒糖尿病医院"
535,"民航总医院"
538,"北京京城皮肤病医院"
539,"北京垡头大柳树医院"
540,"北京爱尔英智眼科医院"
542,"泉州市中医院"
543,"北京五洲妇儿医院"
544,"北京市朝阳区大屯医院"
545,"北京市丰盛中医骨伤专科医院"
546,"北京市西城区展览路医院"
548,"北京朝阳中西医结合医院"
549,"中日友好医院"
550,"中国人民解放军第二五四医院"
551,"天津市公安局安康医院"
552,"天津市中医医院"
553,"天津市第三医院"
554,"天津市第四中心医院"
555,"天津市第二医院"
556,"天津市河北医院"
557,"天津市第一医院"
559,"天津市河北区建昌医院"
560,"天津市江都路医院"
561,"天津市河北区津鸿医院"
562,"天津市河北区北宁医院"
563,"天津市河北区光复道医院"
564,"天津市河北区中山门医院"
565,"天津市天穆镇北辰医院"
566,"天津市河北区新开河医院"
567,"天津市金钟医院"
568,"天津市河北区小关医院"
569,"天津永安医院"
570,"天津市河北区中山医院"
571,"天津市河北区王串场医院"
572,"中辰医院"
573,"天津市京津医院"
574,"天津市河北区妇产科医院"
575,"天津铁建昆仑医院"
576,"天津天伟医院"
577,"天津市河北区昆纬路医院"
578,"天津市人民医院"
579,"天津市长征医院"
580,"天津市民族医院"
581,"天津市红桥区中医院"
583,"天津市红桥医院"
584,"天津市红桥区河北街医院"
585,"天津市红桥区大胡同医院"
586,"天津市红桥区西北角医院"
587,"天津市红桥区西沽地段医院"
588,"天津市红桥区咸阳医院"
589,"天津市邵公庄地段医院"
590,"天津市红桥区三条石地段医院"
591,"天津市红桥区天福慈济医院"
592,"天津市红桥区口腔医院"
593,"天津市红桥区大丰桥医院"
594,"天津市新生医院"
595,"天津市红桥区新村医院"
596,"天津市红桥区文昌宫医院"
597,"天津市红桥区丁字沽医院"
598,"天津市天华医院"
599,"天津市红十字会医院"
600,"天津市红桥区洪湖医院"
601,"天津市咸阳北路地段医院"
602,"天津市红桥区南头窑医院"
603,"天津市安宁医院"
604,"天津市东丽区中医院"
606,"天津市东丽区东丽医院"
607,"天津市钟山医院"
608,"天津东郊区中医院"
609,"天津东郊区医院"
610,"天津市姜井医院"
611,"天津市香山医院"
612,"天津市东丽区程林医院"
613,"天津市东丽区军粮城医院"
614,"天津市精华医院"
615,"天津市西青医院"
616,"天津市西青区永红医院"
617,"天津市血液病医院"
618,"天津市西青区中美医院"
619,"天津市津西医院"
621,"天津市人民肿瘤专科医院"
622,"天津市南河安定医院"
623,"天津市胸科医院分院"
624,"天津市西青区中医院"
625,"天津市常州道医院"
627,"天津市傅村医院"
628,"天津市永昌医院"
629,"天津市海河医院"
630,"天津市咸水沽医院"
632,"天津市津南区小站医院"
633,"天津市津南区中医院"
634,"天津市北辰区中医院"
635,"天津市北辰区第一医院"
637,"天津天穆骨科医院"
638,"天津市安达路医院"
639,"天津市北辰区第二医院"
640,"天津安捷医院"
641,"天津市武清区人民医院"
642,"天津市武清区中医院"
644,"天津市武清区第二人民医院"
645,"洛阳解放军一五零医院"
646,"天津市宝坻区中医院"
648,"宁河县医院"
649,"宁河县中医院"
650,"宁河县民政局康复医院"
652,"静海县医院"
655,"静海县中医院"
656,"蓟县人民医院"
658,"蓟县中医院"
659,"蓟县人民医院尤古庄分院"
660,"蓟县人民医院邦均分院"
661,"蓟县人民医院马伸桥分院"
662,"蓟县人民医院上仓分院"
663,"蓟县人民医院下营分院"
664,"蓟县人民医院出头岭分院"
665,"蓟县人民医院别山分院"
666,"蓟县人民医院下仓分院"
667,"天津市人民医院滨江分院"
668,"天津市口腔医院"
669,"天津市眼科医院"
670,"天津医科大学总医院"
671,"天津医科大学口腔医院"
672,"天津市整形外科医院"
673,"天津市心理卫生专科医院"
674,"天津市胸科医院"
675,"天津市中心妇产科医院"
677,"天津医科大学第二附属医院"
678,"天津市安定医院"
679,"天津医科大学第三附属医院"
680,"天津市儿童医院"
681,"天津医院"
682,"天津市第一中心医院"
683,"中国人民解放军四六四医院"
684,"天津市中西医结合医院"
685,"天津市天和医院"
686,"天津医科大学代谢病医院"
687,"天津市第四医院"
688,"天津市第五中心医院"
689,"中国人民解放军第二七二医院"
690,"天津市和平区中医院"
691,"天津市第一中心医院东院"
692,"天津市河西医院"
693,"天津市黄河医院"
694,"中国人民解放军第二七一医院"
695,"中国人民解放军空军水上村医院"
696,"天津市南开区中医院"
697,"天津碱厂医院"
698,"天津港口医院"
699,"天津化工厂医院"
700,"天津市汉沽区中医院"
701,"天津市汉沽区医院"
702,"天津市石化医院"
703,"天津市大港医院"
704,"大港油田总医院"
705,"天津电力医院"
706,"天津市河东区中医院"
707,"天津市冶金医院"
708,"天津市河东区赤峰医院"
709,"天津市南开区三潭医院"
710,"天津市南开区理疗专科医院"
711,"天津市南开区王顶堤医院"
712,"天津大沽化工厂医院"
713,"天津市塘沽区中医院"
715,"天津市汉沽农场医院"
716,"天津市和平区兴安医院"
717,"天津市和平区四面钟医院"
718,"天津市河东区盘山医院"
719,"天津市河东区二号桥医院"
720,"天津市河东区广宁医院"
721,"天津市河西区马场医院"
722,"天津市河西区下瓦房医院"
723,"天津市河西区尖山医院"
725,"天津市和平区牙科医院"
726,"天津市河东区向阳医院"
727,"天津市南开区西北角医院"
728,"天津市南开区六合医院"
729,"天津市南开区长江医院"
730,"天津市东升医院"
731,"天津佳园医院"
732,"天津市劳动卫生职业病防治院"
735,"天津市和平区妇产医院"
736,"天津市和平区安定医院"
737,"天津市中医药研究院附属医院"
738,"天津市和平区南营门医院"
739,"天津市永安医院"
740,"天津市和平医院"
741,"天津市滨水地段医院"
742,"天津市和平区小白楼医院"
743,"天津市上河头医院"
744,"天津市和平区新兴医院"
745,"天津市南门医院"
746,"天津市天津华博医院"
747,"天津市河东区津东医院"
748,"天津市河东区万辛医院"
749,"天津市河东骨科医院"
750,"结核病呼吸系统疾病防治院"
751,"天津河东香山医院"
752,"天津铁厂职工医院"
753,"天津河东东山医院"
754,"天津慈航医院"
755,"天津市河东区大直沽医院"
757,"天津市河东区富民医院"
758,"天津市河东区鸿泰广场医院"
759,"核理化院职工医院"
760,"天津市河东区中心医院"
761,"天津河东东环医院"
762,"天津市河东疡科医院"
763,"天津华北医院"
764,"天津市河东区新开医院"
765,"天津市河西口腔医院"
766,"天津华夏医院"
767,"天津珠江骨科医院"
768,"天津乐园骨科医院"
769,"天津市河西区友谊医院"
770,"天津市长康医院"
771,"天津市河西肿瘤医院"
772,"天津市河西区珠海地段医院"
773,"天津儿童病专科医院"
774,"天津康宁医院"
775,"天津爱民减肥医院"
776,"天津市河西区妇产科医院"
777,"天津市河西区灰堆妇产科医院"
778,"天津市河西区柳林医院"
779,"天津市河西区骨科医院"
780,"天津肿瘤专科医院"
781,"天津抗癌协会津西医院"
783,"天津友谊骨伤医院"
784,"天津曹开镛中医男科医院"
785,"天津市华康医院"
786,"天津市东环医院"
787,"天津市民政老年病医院"
789,"天津市一中心皮肤病医院"
790,"天津市南开区肺科医院"
791,"天津市南开区口腔医院"
792,"天津麦格眼科医院"
793,"天津延安医院"
794,"天津市南开区水阁医院"
795,"天津市南开区东南角医院"
796,"天津市安泰医院"
798,"天津市中联医院"
799,"中国建筑第六工程局中心医院"
800,"天津市塘沽区北塘医院"
801,"天津市塘沽区口腔医院"
802,"天津市塘沽区糖尿病医院"
805,"天津市塘沽盐厂职工医院"
807,"天津市汉沽区安定医院"
808,"天津市汉沽区传染病医院"
809,"天津市汉沽区地段医院"
811,"中国建筑六局一公司职工医院"
812,"天津市环湖医院"
813,"天津市骨科医院"
814,"天津市肺科医院"
815,"武警医学院附属医院"
816,"天津华兴医院"
817,"海洋石油总医院"
818,"天津市第二人民医院"
819,"天津市经济技术开发区医院"
820,"泰达国际心血管病医院"
821,"天津技术开发区医院"
822,"天津市公安医院"
823,"天津拖拉机制造厂职工医院"
824,"天津市津文医院"
825,"天津河东钟山医院"
826,"中国人民解放军东局子医院"
827,"天津医科大学附属肿瘤医院"
828,"天津市第三中心医院"
829,"复旦大学附属妇产科医院"
830,"上海市第二军医大学附属长征医院"
832,"上海交通大学医学院附属仁济医院"
833,"上海市口腔病防治院"
834,"上海市黄浦区中心医院"
835,"上海海港医院"
837,"上海市南市区中西医结合医院"
838,"上海市黄浦区中西医结合医院"
839,"上海市第二人民医院"
841,"上海市黄浦区传染病医院"
842,"上海市黄浦区半淞园地段医院"
843,"上海市豫园地段医院"
844,"上海市黄浦区南京东路地段医院"
845,"上海市黄浦区小东门地段医院"
846,"上海市黄浦区外滩地段医院"
847,"上海市黄浦区董家渡地段医院"
848,"上海市黄浦区广场地段医院"
849,"上海市黄浦区金陵东路地段医院"
850,"上海市红光医院"
851,"上海市华仁医院"
853,"上海市江南造船厂职工医院"
855,"上海中医药大学附属曙光医院西院"
856,"上海交通大学医学院附属瑞金医院"
857,"上海交大附属瑞金医院卢湾分院"
859,"上海市黄埔区东南医院"
860,"上海市香山中医院"
862,"上海市卢湾区顺昌地段医院"
863,"上海市卢湾区瑞金二路地段医院"
864,"上海市打浦桥地段医院"
865,"上海市卢湾区淮海中路地段医院"
866,"上海中医药大学附属龙华医院"
867,"复旦大学附属中山医院"
868,"上海胸科医院"
869,"复旦大学附属儿科医院"
870,"复旦大学附属眼耳鼻喉科医院"
871,"复旦大学附属肿瘤医院"
872,"上海市第六人民医院"
873,"上海远大心胸医院"
874,"上海市徐汇区中心医院"
875,"上海市第八人民医院"
876,"上海市徐汇区大华医院"
877,"上海市徐汇区宛平地段医院"
878,"上海市远洋医院"
879,"上海市徐汇区日晖地段医院"
880,"上海市漕溪北路地段医院"
881,"上海市徐汇区永嘉路地段医院"
882,"上海市徐汇区天平路地段医院"
883,"上海海工医院"
884,"上海市徐汇区新乐地段医院"
885,"上海市徐汇区长桥地段医院"
886,"上海市徐汇区徐家汇地段医院"
888,"上海市徐汇区田林路地段医院"
889,"上海市华泾地段医院"
891,"上海市徐汇区仁爱医院"
892,"上海市徐汇区生殖医学医院"
893,"上海市港华医院"
894,"上海市徐汇区逸仙医院"
896,"上海博爱医院"
897,"上海市体育医院"
898,"上海市申大齿科医院"
899,"沪申五官科医院"
900,"上海博康生殖医学医院"
901,"武警上海总队医院"
902,"中国人民解放军第八五医院"
904,"中国人民解放军第四五五医院"
905,"上海光华医院"
906,"上海市东方乳腺疾病医院"
907,"上海电力医院"
908,"上海市第二肺科医院"
910,"上海市长宁区天山中医院"
911,"神州中医医院"
912,"上海市神州中医院"
913,"上海民航医院"
914,"上海市长宁区北新泾地段医院"
915,"上海市长宁区程家桥地段医院"
916,"上海市长宁区遵义地段医院"
917,"上海市长宁区武夷地段医院"
918,"上海市长宁区新华地段医院"
919,"上海市长宁区仙霞地段医院"
920,"上海华山东方乳房专科医院"
921,"上海辰新医院"
922,"上海和睦家医院"
924,"上海纺织第三医院"
925,"上海新虹桥医院"
926,"上海市长宁区华阳地段医院"
928,"上海真爱女子医院"
929,"上海市长宁区南洋医院"
930,"中国人民解放军第四五五医院分院"
931,"上海南亚医院"
932,"上海市长宁区周家桥地段医院"
933,"复旦大学附属华东医院"
934,"上海康新医院"
936,"上海市儿童医院"
938,"上海市眼科医院"
939,"上海邮电医院"
940,"上海市静安区中心医院"
943,"上海公用事业职工医院"
945,"上海市静安区老年医院"
946,"上海市静安区江宁路地段医院"
947,"上海市南京西路地段医院"
948,"上海市静安区静安寺地段医院"
949,"上海市静安区石门二路地段医院"
950,"上海市静安区曹家渡地段医院"
951,"上海康奥整形医院"
954,"上海市普陀区中心医院"
955,"上海市普陀区中医院"
956,"上海市普陀区利群医院"
958,"上海市普陀区人民医院"
959,"上海市普陀区中山北路街道医院"
960,"上海市普陀区甘泉地段医院"
961,"上海市普陀区长征联合地段医院"
962,"上海普陀区精神病防治院"
963,"上海市普陀区白玉街道医院"
964,"上海市普陀区曹杨红十字医院"
965,"上海市普陀区桃浦地段医院"
966,"上海宏康医院"
968,"上海市第十人民医院"
969,"同济大学附属口腔医院"
970,"上海市中医院"
971,"上海市皮肤病医院"
972,"上海市闸北区中医院"
973,"上海市市北医院"
974,"上海长征医院闸北分院"
975,"上海市北站医院"
977,"上海市闸北区万荣地段医院"
978,"上海市闸北区青云街道医院"
979,"上海市闸北区彭浦地段医院"
980,"复旦大学附属华山医院永和分院"
981,"上海市海宁医院"
982,"上海市闸北区烽火街道医院"
983,"上海民康医院"
984,"上海万豪医院"
985,"上海市闸北区宝山地段医院"
986,"上海新海医院"
987,"上海健桥医院"
988,"上海彭江医院"
989,"上海海鹰医院"
990,"上海市闸北区共和新地段医院"
991,"上海市闸北区芷江西地段医院"
992,"上海市闸北区海宁地段医院"
